"Datum
           
           Zeit",File,ID,Kontakt,Ort,URL,Veranstalter
Di 26.02.2008 10:00,899.html,899,Edgar R. Minder Mitglied der Geschäftsleitung SGV Tel. 031 380 14 41,Restaurant Schmiedstube Schmiedenplatz 5 3011 Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-899.html,Schweizerischer Gewerbeverband (SGV)
