"Datum
           
           Zeit",File,ID,Ort,TITLE,URL,Veranstalter
Do 03.04.2008 17:00,1172.html,1172,"Bundeshaus West, 1. Stock Palais fédéral Ouest, 1ère étage Bern",Point de presse mit Bundesrätin Eveline Widmer-Schlumpf,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1172.html,Eidgenössisches Justiz- und Polizeidepartement
