Datum,File,ID,Ort,TITLE,URL,Veranstalter
Mi 30.04.2008,924.html,924,Bern,Keine Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-924.html,Bundeskanzlei
