Datum,File,ID,Ort,TITLE,URL,Veranstalter
Mi 26.03.2008,789.html,789,Bern,Keine Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-789.html,Bundeskanzlei
