Beschreibung,Datum,File,ID,Ort,TITLE,URL,Veranstalter
-,Mi 11.04.2012,3876.html,3876,Bern,Keine Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3876.html,Der Bundesrat
