Datum,File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
So 28.09.2008,1267.html,1267,_,Links Medienmitteilung vom 21. Mai 2008,Keine eidgenössische Volksabstimmung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1267.html,Bundeskanzlei
