Datum,File,ID,Ort,TITLE,URL,Veranstalter
Mo 19.05.2008,1240.html,1240,Hotel Bellevue-Palace Bern,Referat von Bundesrat Hans-Rudolf Merz an der Generalversammlung von SwissHoldings,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1240.html,Eidgenössisches Finanzdepartement
