Datum,File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
Mi 08.09.2010,2743.html,2743,Bern,Links www.tv.admin.ch,Keine Medienkonferenz zur Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2743.html,Bundeskanzlei
