"Datum
           
           Zeit",File,ID,Kontakt,Ort,Sonstiges,TITLE,URL,Veranstalter
Fr 23.11.2007 12:30 - 13:00,936.html,936,Christian Weber Pressechef FDP Schweiz Chef de presse PRD Suisse,Zunft Zu Webern Gerechtigkeitsgasse 68 3011 Bern,"Attachments Einladung an die Medien (PDF, 574 kB)",Zibelemärit-Treffen mit der FDP-Fraktion,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-936.html,FDP Schweiz
