Datum,File,ID,Kontakt,Ort,TITLE,URL,Veranstalter
Fr 18.04.2008,1105.html,1105,Christian Weber Pressechef FDP Schweiz / Chef de presse PRD Suisse 031 320 35 35,Bern,Delegiertenversammlung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1105.html,FDP Schweiz
