Beschreibung,Datum,File,ID,Ort,URL,Veranstalter
Point de presse Beginn: 30 Minuten nach Ende Pressekonferenz der Rechtskommission SR,Mo 11.06.2012,4176.html,4176,"Parlamentsgebäude, Wandelhalle, vor dem Bundesratszimmer Palais fédéral, salle des pas perdus du côté UDC Bern",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4176.html,NR Christoph Blocher
