"Datum
           
           Zeit",File,ID,Ort,TITLE,URL,Veranstalter
Do 26.07.2007 14:15,680.html,680,Medienzentrum Bundeshaus Konferenzsaal Bern,"""1. August - Die SVP kommt zu Ihnen""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-680.html,SVP/UDC
