Beschreibung,Datum,File,ID,Ort,URL,Veranstalter
-,Mi 20.06.2012,3993.html,3993,Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3993.html,Der Bundesrat
