"Datum
           
           Zeit",File,ID,Ort,TITLE,URL,Veranstalter
Di 01.12.2009 18:30,2379.html,2379,Käfigturm Marktgasse 67 3011 Bern,"Vernissage Ausstellung ""Sciencesuisse-Schweizer Forschung im Überblick""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2379.html,Schweizerischer Nationalfonds und Polit-Forum Käfigturm
