"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Mi 14.01.2009 18:00 - 19:00,1723.html,1723,Schweizerische Nationalbibliothek Hallwylstrasse 15 3003 Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1723.html,Schweizerische Nationalbibliothek
