Beschreibung,Datum,File,ID,Ort,TITLE,URL,Veranstalter
Medienkonferenz des Bundesrates,Mi 04.07.2007,280.html,280,Medienzentrum 3003 Bern,Letzte Bundesratssitzung vor der Sommerpause,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-280.html,Bundeskanzlei
