Beschreibung,"Datum
           
           Zeit",File,ID,Ort,Sonstiges,URL,Veranstalter
Wintersession der Eidgenössischen Räte (bis 17. Dezember 2010),Mo 29.11.2010 14:30,2829.html,2829,Parlamentsgebäude Palais du Parlement Bern,Links Die Bundesversammlung - Das Schweizer Parlament,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2829.html,Bundesversammlung
