Beschreibung,Datum,File,ID,Kontakt,Ort,Sonstiges,URL,Veranstalter
Trainertagung vom 2./3. Juni 2010,Do 03.06.2010,2832.html,2832,"Kurt Henauer, Redaktor/Rédacteur/Redattore Kommunikation BASPO/Communication OFSPO/Comunicazione UFSPO Tel. 032 327 63 10; Mobile 079 405 76 20","BASPO, Saal Magglingen/Leubringen im Jurahaus/Swiss Olympic House OFSPO, Salle Macolin/Evilard de la Maison du Jura/Swiss Olympic House UFSPO, Sala Magglingen/Leubringen presso la Jurahaus della Swiss Olympic House 2532 Magglingen","Attachments Einladung an die Medien (PDF, 27 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2832.html,Bundesamt für Sport
