Beschreibung,"Datum
           
           Zeit",File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
-,Mo 09.12.2013 14:00,4917.html,4917,"Medienzentrum Bundeshaus, kleiner Konferenzraum Centre de presse du Palais fédéral, petite salle de conférences Bern","Attachments Einladung an die Medien / Invitation aux médias (PDF, 103 kB)",Hintergrundgespräch mit der Geschäftsprüfungsdelegation zur Oberaufsicht im Geheimbereich,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4917.html,GPDel
