Beschreibung,"Datum
           
            Zeit",File,ID,Ort,Sonstiges,URL,Veranstalter
Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden zu Beginn auf www.admin.ch aufgeschaltet. https://www.admin.ch/gov/de/start.html,Mo. 10.12.2018 12:15,7206.html,7206,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze 3003 Bern MZ",Links https://www.admin.ch/gov/de/start.html,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-7206.html,Der Bundesrat
