Beschreibung,Datum,File,ID,Kontakt,Ort,TITLE,URL,Veranstalter
Detailierte Angaben folgen,Do 16.08.2007,491.html,491,"Felix Endrich, Informationschef Verteidigung/Armeesprecher, Tel. 031 323 21 15",Isone TI,Präsentation Aufklärungs- und Grenadierformationen der Armee,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-491.html,Gruppe Verteidigung
