Datum,File,ID,Kontakt,Ort,URL,Veranstalter
Sa 24.03.2007,379.html,379,"Claudine Godat, Porte-parole/Mediensprecherin, PS Suisse/SP Schweiz, Tel. 031 329 69 82",Liceo cantonale Locarno,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-379.html,SP Schweiz
