Beschreibung,Datum,File,ID,Kontakt,Ort,TITLE,URL,Veranstalter
- 16:40 Uhr Aktion auf der Grossen Schanze - 17:30 Uhr Rede von Jean Ziegler im Progr,Sa 13.02.2016,6046.html,6046,"Dario Schai, Zentralsekretär JUSO Schweiz, 079 915 94 71","Grosse Schanze Kulturzentrum Progr, Waisenhausplatz 30 Bern",Schlussmobilisierung für die Spekulationsstopp-Initiative mit Jean Ziegler,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6046.html,JUSO Schweiz
