"Datum
           
           Zeit",File,ID,Ort,TITLE,URL,Veranstalter
So 31.12.2006 14:00 Abgesagt,1371.html,1371,Medienzentrum Bundeshaus 3003 Bern,Medienkonferenz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1371.html,SVP Schweiz
