Datum,File,ID,Ort,TITLE,URL,Veranstalter
Fr 28.09.2007,775.html,775,Maag Event Hall Zürich,Referat von Bundesrat Hans-Rudolf Merz am Jubiläumsanlass 150 Jahre SwissLife,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-775.html,Eidgenössisches Finanzdepartement
