Beschreibung,Datum,File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
-,Fr 14.02.2014,5006.html,5006,Bern,Links Medienmitteilung vom 4. Februar 2014 Medienmitteilung vom 12. Februar 2014,Von-Wattenwyl-Gespräche,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5006.html,Der Bundesrat
