Beschreibung,Datum,File,ID,Ort,TITLE,URL,Veranstalter
Medienkonferenz,Fr 12.06.2009,2122.html,2122,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",Zum Rücktritt von Bundesrat Couchepin,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2122.html,FDP Schweiz
