"Datum
           
           Zeit",File,ID,Ort,TITLE,URL,Veranstalter
Fr 20.05.2011 11:00,3505.html,3505,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Berna",Rapporto sull'esercito 2010,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3505.html,CPS-S
