Datum,File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
Fr 11.06.2010,2509.html,2509,Bern,Links www.tv.admin.ch,Keine Medienkonferenz zur Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2509.html,Bundeskanzlei
