Datum,File,ID,Ort,TITLE,URL,Veranstalter
Sa 01.03.2008,927.html,927,Basel,Ausserordentlicher Parteitag,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-927.html,SP Schweiz
