Beschreibung,"Datum
           
           Zeit",File,ID,Ort,TITLE,URL,Veranstalter
Die GPK informieren u.a. über den ihren Mitbericht an die SPK zur Zusatzbotschaft zur Regierungsreform und über ihren Jahresbericht 2010.,Di 01.02.2011 11:30,3361.html,3361,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",Medienkonferenz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3361.html,GPK-NR/SR
