Beschreibung,Datum,File,ID,Ort,TITLE,URL,Veranstalter
Ansprache von Bundesrat Hans-Rudolf Merz Anlässlich des 100 Jahr Jubiläums des Verbandes der Schweizerischen Kantonalbanken vom 11. Mai 2007 im Theater Basel.,Fr 11.05.2007,441.html,441,Basel,BR Merz beim Verband der Schweizerischen Kantonalbanken,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-441.html,Eidgenössisches Finanzdepartement
