"Datum
           
           Zeit",File,ID,Kontakt,Ort,URL,Veranstalter
Do 14.10.2010 10:00,3111.html,3111,Corinne Dobler Redaktorin / rédactrice 031 326 66 02 oder/ou 076 587 11 05,Medienzentrum Bundeshaus Centre de presse du Palais fédéral 3003 Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3111.html,Komitee Ausschaffungsinitiative 2xNein
