Datum,File,ID,Ort,TITLE,URL,Veranstalter
Sa 30.06.2007,622.html,622,Zug,Referat von Bundesrat Hans-Rudolf Merz an der Delegiertenversammlung der FDP,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-622.html,Eidgenössisches Finanzdepartement
