"Datum
           
           Zeit",File,ID,Ort,TITLE,URL,Veranstalter
So 31.12.2006 10:00 - 10:30,3596.html,3596,Bern,TEST,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3596.html,Bundeskanzlei
