Beschreibung,"Datum
           
           Zeit",File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
Medienkonferenz des Bundesrates 1. MK um 11:30 Uhr 2. MK um 15:15 Uhr,Mi 28.10.2009 11:30,1945.html,1945,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",Links www.tv.admin.ch,Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1945.html,Bundeskanzlei
