Datum,File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
Sa 12.04.2008,1181.html,1181,Washington,"Links Medienmitteilung ""Frühjahrstagung 2008 von IWF und Weltbank""",BR Merz und Leuthard an der Frühjahrstagung des Internationalen Währungsfonds (IWF) und der Weltbankgruppe,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1181.html,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung"
