Datum,File,ID,Ort,TITLE,URL,Veranstalter
Mi 08.10.2008,1257.html,1257,Bern,Keine Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1257.html,Bundeskanzlei
