Datum,File,ID,Ort,TITLE,URL,Veranstalter
Mi 03.11.2010,2825.html,2825,Bern,Keine Medienkonferenz zur Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2825.html,Bundeskanzlei
