"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Fr 03.11.2006 14:30,137.html,137,Kleiner Konferenzraum Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-137.html,SGK/CSSS-N
