"Datum
           
           Zeit",File,ID,Kontakt,Ort,Sonstiges,TITLE,URL,Veranstalter
Di 18.09.2007 18:00 - 20:00,708.html,708,Marianne Binder Kommunikationschefin / Responsable de la communication 079 686 01 31,Café Bar Diagonal Amthausgasse 18 3011 Bern,"Attachments Einladung an die Medien (PDF, 71 kB)",Medienapéro,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-708.html,CVP-Bundeshausfraktion
