Beschreibung,Datum,File,ID,Kontakt,Ort,Sonstiges,URL,Veranstalter
11.00 Uhr Fotogelegenheit bei der Begrüssung 12.30 Uhr Point de presse mit anschliessendem Fototermin,Do 19.05.2011,3557.html,3557,Für inhaltliche Auskünfte / Pour des renseignements contextuels : Adrian Sollberger Pressesprecher EDA / Porte Parole DFAE +41 (0)79 301 62 84,Von Wattenwyl-Haus Junkerngasse Bern,"Attachments Einladung an die Medien (PDF, 33 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3557.html,Eidgenössisches Departement für auswärtige Angelegenheiten
