Beschreibung,Datum,File,ID,Kontakt,Ort,Sonstiges,URL,Veranstalter
"""Grüne"" Euro 08, Treffen mit Umweltministern und eine Rede bei der ÖVP stehen auf dem Programm",Mo 25.06.2007,611.html,611,"Zum Nachhaltigkeitskonzept für die Euro08: Andreas Schär, Projektorganisation Öffentliche Hand UEFA EURO 2008, Tel. 031 325 88 30 Zum Umweltministertreffen: Karine Siegwart, Bundesamt für Umwelt, Tel. 079 606 15 32 Zur Rede bei der ÖVP: Harald Hammel, Pressedienst UVEK, Tel. 031 322 55 11",Wien,Links Medienmitteilung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-611.html,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation"
